20;Elezioni presidenziali macedoni del 2009;Le elezioni presidenziali macedoni del 2009 si sono tenute il 22 marzo (primo turno) e il 5 aprile (secondo turno). Esse hanno visto la vittoria di Gjorge Ivanov, sostenuto dal Partito Democratico per l Unit Nazionale Macedone, che ha sconfitto Ljubomir;null;2000;2009
21;Elezioni legislative svedesi del 1968;Le elezioni legislative svedesi del 1968 si sono tenute il 15 settembre. Esse hanno visto la vittoria del Partito Socialdemocratico Svedese di Tage Erlander, che  stato confermato Primo Ministro. Questi  stato sostituito nel 1969 da Olof Palme;null;1960;1968
22;Elezioni parlamentari slovene del 2008;Le elezioni parlamentari slovene del 2008 si sono tenute il 21 settembre. Esse hanno visto la vittoria dei Socialdemocratici di Borut Pahor, che  divenuto Primo Ministro nell ambito di una coalizione con Liberaldemocrazia di Slovenia, Zares e Partito De;null;2000;2008
23;Elezioni parlamentari neozelandesi del 2002;Le elezioni parlamentari neozelandesi del 2002 si sono tenute il 27 luglio. Esse hanno visto la vittoria del Partito Laburista di Helen Clark, che  stata confermata Primo ministro.;null;2000;2002
24;Elezioni regionali in Sicilia del 2008;Le elezioni regionali in Sicilia del 2008 si sono tenute il 13 e 14 aprile 2008, contestualmente alle elezioni politiche. Esse hanno visto la vittoria di Raffaele Lombardo, sostenuto dal centro-destra, che ha sconfitto Anna Finocchiaro, sostenuta dal cen;null;2000;2008
25;Elezioni europee del 1999 (Paesi Bassi);Le elezioni europee del 1999 nei Paesi Bassi si sono tenute il 13 giugno.;null;1990;1999
26;Elezioni europee del 2009 (Polonia);Le elezioni del 2009 per il Parlamento europeo si sono tenute in Polonia il 7 giugno. I seggi spettanti alla Polonia sono 50. Il sistema elettorale  il metodo D Hont con voto di preferenza e clausola di sbarramento pari al 5% dei voti validi. Ai soli fi;null;2000;2009
27;Elezioni politiche italiane del 1968;Le elezioni politiche del 1968 si tennero il 19 maggio, nel pieno della contestazione politica. L appuntamento cadde in un periodo di scomposizioni nello scenario dell area socialista. A queste elezioni debutt il Partito Socialista Unificato, denominazi;null;1960;1968
28;Elezioni parlamentari greche del 1996;Le elezioni parlamentari greche del 1996 si sono tenute il 22 settembre. Esse hanno visto la vittoria del Movimento Socialista Panellenico di Costas Simitis, che  divenuto Primo Ministro.;null;1990;1996
29;Elezioni regionali italiane del 2010;Le elezioni regionali del 2010 si sono tenute domenica 28 e luned 29 marzo. La consultazione ha interessato tredici regioni a statuto ordinario nelle quali i cittadini erano stati chiamati ad eleggere il nuovo Consiglio Regionale e, contestualmente, il ;null;2010;2010
30;Elezioni presidenziali moldave del 2009 (novembre);Il primo turno delle elezioni presidenziali indirette si  tenuto in Moldavia il 10 novembre 2009, a seguito delle elezioni parlamentari tenutesi nel mese di luglio. L elezione, che ha visto la presentazione di un solo candidato, Marian Lupu, non ha avut;null;2000;2009
31;Elezioni europee del 1994 (Paesi Bassi);Le elezioni europee del 1994 nei Paesi Bassi si sono tenute il 13 giugno.;null;1990;1994
32;Elezioni europee del 2009 (Francia);Le elezioni europee del 2009 in Francia si sono tenute il 6 e 7 giugno.;null;2000;2009
33;Elezioni presidenziali statunitensi del 1992;Le elezioni presidenziali statunitensi del 1992 si svolsero il 3 novembre 1992. La sfida oppose il presidente repubblicano uscente George Herbert Walker Bush e il candidato democratico William Jefferson (Bill) Clinton. Dopo la conclusione vittoriosa dell;null;1990;1992
34;Elezioni europee del 1989 (Italia);Le elezioni per il  Parlamento Europeo si svolsero in Italia il 18 giugno 1989.;null;1980;1989
36;Elezioni europee del 2007 (Bulgaria);Le elezioni europee del 2007 in Bulgaria si sono tenute il 20 maggio.;null;2000;2007
37;Elezioni europee del 2009 (Lettonia);Le elezioni europee del 2009 in Lettonia si sono tenute il 6 giugno.;null;2000;2009
38;Elezioni federali tedesche del 1987;Le Elezioni federali in Germania Ovest del 1987, le undicesime dalla fine della guerra, si tennero il 19 novembre.;null;1980;1987
39;Elezioni presidenziali croate del 2009;Le elezioni presidenziali croate del 2009 si sono tenute il 27 dicembre (primo turno) e il 10 gennaio 2010 (secondo turno). Esse hanno visto la vittoria di Ivo Josipovi?, sostenuto dal Partito Socialdemocratico di Croazia, che  divenuto Capo dello Stato.;null;2010;2010
40;Elezioni parlamentari serbe del 2003;Le elezioni parlamentari serbe del 2003 si sono tenute il 28 dicembre. Dopo un periodo di consultazioni, nel marzo 2004  divenuto Primo ministro Vojislav Kotunica, leader del Partito Democratico di Serbia.;null;2000;2003
41;Elezioni presidenziali ucraine del 1991;Le elezioni presidenziali ucraine del 1991 sono state le prime svoltesi in Ucraina. Si sono tenute il  dicembre 1991, insieme al referendum sull indipendenza nazionale. Tutti i sei candidati erano sostenitori dell indipendenza dell Ucraina dall Unione ;null;1990;1991
43;Elezioni parlamentari bulgare del 2005;Le elezioni parlamentari bulgare del 2005 si sono tenute il 25 giugno. Esse hanno visto la vittoria del Partito Socialista Bulgaro di Sergej Staniev, che  divenuto Primo ministro.;null;2000;2005
44;Elezioni legislative svedesi del 1970;Le elezioni legislative svedesi del 1970 si sono tenute il 20 settembre. Esse hanno visto la vittoria del Partito Socialdemocratico Svedese di Olof Palme, che  stato confermato Primo Ministro.;null;1970;1970
45;Elezioni parlamentari ungheresi del 2010;Le elezioni parlamentari ungheresi del 2010 si sono tenute il. Esse hanno visto la vittoria dell Unione Civica Ungherese di Viktor Orbn, che  divenuto Primo Ministro.;null;2010;2010
46;Elezioni presidenziali croate del 2005;Le elezioni presidenziali croate del 2005 si sono tenute in due turni il 2 e il 16 gennaio. Esse hanno visto la vittoria di Stjepan Mesi?,che  stato rieletto presidente dopo aver sconfitto Jadranka Kosor nel secondo turno.;null;2000;2005
47;Elezioni presidenziali francesi del 2007;Le elezioni presidenziali francesi del 2007 si sono tenute il 22 aprile (primo turno) e il 6 maggio (secondo turno).;null;2000;2007
48;Elezioni europee del 2009 (Italia);Le elezioni per la VII legislatura del Parlamento europeo si sono tenute in Italia il 6 e il 7 giugno 2009, un sabato e una domenica, come gi avvenne nel giugno 2004. Nei consolati italiani dell Unione europea, le elezioni si sono tenute, invece, il 5 e;null;2000;2009
49;Elezioni parlamentari della Germania Est del 1990;Le Elezioni parlamentari del 1990 si tennero nella Repubblica Democratica Tedesca il 18 marzo 1990 per il rinnovo totale della Volkskammer, ossia il parlamento monocamerale della Repubblica. Esse furono le prime ed uniche libere elezioni parlamentari nel;null;1990;1990
50;Elezioni presidenziali bulgare del 2006;Le elezioni presidenziali bulgare del 2006 si sono tenute il 22 ottobre (primo turno) e il 29 ottobre (secondo turno). Esse hanno visto la vittoria di Georgi Parvanov, indipendente sostenuto dal Partito Socialista Bulgaro, che  divenuto Capo dello Stato.;null;2000;2006
51;Sundance Film Festival 2006;Il Sundance Film Festival 2006 si  svolto a Park City, Utah, dal 19 gennaio al 29 gennaio 2006.;null;2000;2006
52;Elezioni federali tedesche del 1983;Le Elezioni federali in Germania Ovest del 1983, le decime dalla fine della guerra, si tennero il 6 marzo. Per la seconda volta si dovette ricorrere alle elezioni anticipate, dopo quelle del 1972.;null;1980;1983
53;Elezioni federali tedesche del 1976;Le Elezioni federali in Germania Ovest del 1976 il 3 ottobre.;null;1970;1976
54;Elezioni europee del 2009 (Paesi Bassi);Le elezioni del 2009 per il Parlamento europeo si sono tenute nei Paesi Bassi il 4 giugno.;null;2000;2009
55;Elezioni europee del 1989 (Regno Unito);Le elezioni europee del 1989 in Regno Unito si sono tenute il 10 giugno.;null;1980;1989
56;Elezioni parlamentari macedoni del 2006;Le elezioni parlamentari macedoni del 2006 si sono tenute il 5 luglio. Esse hanno visto la vittoria del Partito Democratico per l Unit Nazionale Macedone di Nikola Gruevski, che  divenuto Primo ministro.;null;2000;2006
57;Elezioni europee del 1979 (Belgio);Le elezioni europee del 1979 in Belgio si sono tenute il 10 giugno.;null;1970;1979
58;Elezioni parlamentari slovacche del 2002;"Le elezioni parlamentari slovacche del 2002 si sono tenute il 20 e 21 settembre. Esse hanno visto la vittoria del Movimento per una Slovacchia Democratica di Vladimr Me?iar; a seguito dell esito elettorale, tuttavia, si  confermato Primo ministro Mikul";null;2000;2002
59;Elezioni europee del 2009 (Regno Unito);Le elezioni del 2009 per il Parlamento europeo si sono tenute nel Regno Unito il 4 giugno.;null;2000;2009
60;Elezioni parlamentari polacche del 1991;"Le elezioni parlamentari polacche del 1991 si sono tenute il 27 ottobre. Esse hanno visto la vittoria dell Unione Democratica di Tadeusz Mazowiecki; a seguito dell esito elettorale, Primo ministro  divenuto Jan Olszewski. Nel 1992 questi  stato sostitu";null;1990;1991
61;Elezioni presidenziali serbe del 1992;Le elezioni presidenziali serbe del 1992 si sono tenute il 20 dicembre. Esse hanno visto la vittoria di Slobodan Miloevi?, sostenuto dal Partito Socialista Serbo, che ha sconfitto Milan Pani?, candidato indipendente. Miloevi?  stato quindi confermato ;null;1990;1992
62;Elezioni regionali italiane del 2005 (Lombardia);Le elezioni regionali italiane del 2005 in Lombardia si sono tenute il 3 e 4 aprile. Esse hanno visto la vittoria del presidente uscente, Roberto Formigoni, sostenuto dalla Casa delle Libert, che ha sconfitto Riccardo Sarfatti, sostenuto da L Unione.;null;2000;2005
63;Elezioni parlamentari lituane del 1996;"Le elezioni parlamentari lituane del 1996 si svono svolte il 12 e il 26 ottobre (primo e secondo turno). Esse hanno visto la vittoria dell Unione della Patria - Conservatori Lituani; a seguito dell esito elettorale, Primo ministro  divenuto Gediminas Va";null;1990;1996
64;Elezioni federali tedesche del 1998;Le Elezioni federali in Germania del 1998 si tennero il 27 settembre.;null;1990;1998
65;Elezioni legislative portoghesi del 1985;Le elezioni legislative portoghesi del 1985 si sono tenute il 6 ottobre. Esse hanno visto la vittoria del Partito Social Democratico di Anbal Cavaco Silva, che  divenuto Primo Ministro.;null;1980;1985
66;Elezioni parlamentari polacche del 1989;"Le elezioni parlamentari in Polonia del 1989 sono state il risultato di un accordo tra il Partito Comunista e Solidarno??; l accordo finale  stato firmato il 5 aprile 1989, e di conseguenza il reale potere politico fu assegnato al nuovo Parlamento bicam";null;1980;1989
67;Elezioni parlamentari sudafricane del 2004;Le elezioni parlamentari sudafricane del 2004 si sono tenute il 14 aprile. Esse hanno visto la vittoria del Congresso Nazionale Africano di Thabo Mbeki, che  divenuto Presidente della Repubblica.;null;2000;2004
68;Elezioni parlamentari maltesi del 1996;Le elezioni parlamentari maltesi del 1996 si sono tenute il 26 ottobre. Esse hanno visto la vittoria del Partito Laburista.;null;1990;1996
69;Elezioni legislative portoghesi del 1980;Le elezioni legislative portoghesi del 1980 si sono tenute il 5 ottobre. Esse hanno visto la vittoria dell Alleanza Democratica di Francisco S Carneiro, che  stato confermato Primo Ministro. S Carneiro mor inaspettatamente nella notte del 4 dicembre ;null;1980;1980
70;Elezioni generali ecuadoriane del 2009;Le elezioni presidenziali ecuadoriane del 2009 si sono tenute il 26 aprile. In tale data si sono svolte sia le elezioni parlamentari sia le elezioni presidenziali. Esse hanno visto la vittoria di Rafael Correa, sostenuto da Alleanza PAIS, che  divenuto ;null;2000;2009
71;Elezioni presidenziali serbe del 2008;Le elezioni presidenziali serbe del 2008 si sono tenute il 20 gennaio (primo turno) e il 3 febbraio (secondo turno). Esse hanno visto la vittoria di Boris Tadi?, sostenuto dal Partito Democratico, che ha sconfitto Tomislav Nikoli?, sostenuto dal Partito ;null;2000;2008
72;Elezioni europee del 2009 (Slovacchia);Le elezioni europee del 2009 in Slovacchia si sono tenute il 7 giugno.;null;2000;2009
73;Elezioni politiche italiane del 1994;Le elezioni politiche italiane del 1994 si tennero il 27 e 28 marzo. Si vot in due giornate per venire incontro alle richieste delle comunit ebraiche, che il 27 celebravano la loro Pasqua.;null;1990;1994
74;Elezioni presidenziali austriache del 2004;Le elezioni presidenziali austriache del 2004 si sono tenute il 25 aprile. Esse hanno visto contrapposti due candidati: Heinz Fischer, esponente del Partito Socialdemocratico Austriaco, e Benita Ferrero-Waldner, appoggiata dal Partito Popolare Austriaco.;null;2000;2004
75;Festival di Cannes 2009;La  edizione del Festival di Cannes si 62 svolta a Cannes dal 13 al 24 maggio 2009. Il festival si  aperto con la proiezione in anteprima mondiale del film d animazione 3D Up e si  chiuso con quella di Coco Chanel & Igor Stravinsky di Jan Kounen. La ;null;2000;2009
76;Elezioni europee del 1989 (Lussemburgo);Le elezioni europee del 1989 in Lussemburgo si sono tenute il 13 giugno.;null;1980;1989
77;Elezioni presidenziali ucraine del 1999;L elezione presidenziale del 1999 in Ucraina si  svolta il  novembre 1999. Il secondo turno si 1 invece tenuto il 14 novembre 1999, ed ha visto il ballottaggio tra il Presidente uscente Leonid Ku?ma che ha mantenuto il seggio presidenziale scontrandos;null;1990;1999
78;Elezioni legislative portoghesi del 1991;Le elezioni legislative portoghesi del 1991 si sono tenute il 6 ottobre. Esse hanno visto la vittoria del Partito Social Democratico di Anbal Cavaco Silva, che  stato confermato Primo Ministro.;null;1990;1991
79;Elezioni politiche italiane del 1983;Le elezioni politiche del 1983 si tennero il 26 giugno. Registrarono un incremento di voti del Partito Repubblicano dovuto al suo segretario Giovanni Spadolini che era stato il primo Presidente del Consiglio non democristiano della storia della Repubblic;null;1980;1983
80;Elezioni legislative spagnole del 1986;Le elezioni legislative spagnole del 1986 si sono svolte il 22 giugno. Esse hanno visto la vittoria di Partito Socialista Operaio Spagnolo di Felipe Gonzlez, che  stato confermato Primo ministro.;null;1980;1986
81;Elezioni presidenziali romene del 2000;Le elezioni presidenziali romene del 1996 si sono tenute il 26 novembre e 10 dicembre. Esse hanno visto la vittoria di Ion Iliescu, sostenuto dal Partito della Social Democrazia di Romania, che ha sconfitto Corneliu Vadim Tudor, sostenuto dal Partito del;null;2000;2000
82;Elezioni parlamentari serbe del 1997;"Le elezioni parlamentari serbe del 1997 si sono tenute il 21 settembre. Esse hanno visto la vittoria del Partito Socialista di Serbia, che ha formato una coalizione di governo con il Partito Radicale Serbo; a seguito delle consultazioni, Primo ministro ";null;1990;1997
83;Elezioni politiche italiane del 1979;Le elezioni politiche del 1979 si tennero il 3 giugno, una settimana prima delle prime elezioni europee. Furono le terze elezioni anticipate negli anni Settanta, le prime in assoluto nella storia repubblicana a svolgersi a soli tre anni dalla precedente ;null;1970;1979
84;Elezioni presidenziali francesi del 2002;Le elezioni presidenziali francesi del 2002 si sono svolte il 21 aprile (primo turno) e il 5 maggio (secondo turno).;null;2000;2002
85;Elezioni federali svizzere del 2007;Le elezioni federali svizzere del 2007 si sono tenute il 21 ottobre. Esse hanno visto la vittoria dellUnione Democratica di Centro.;null;2000;2007
86;Elezioni europee del 1979 (Lussemburgo);Le elezioni europee del 1979 in Lussemburgo si sono tenute il 10 giugno.;null;1980;1984
87;Elezioni parlamentari ucraine del 2006;"Le elezioni parlamentari in Ucraina si svolsero il 26 marzo 2006; la campagna elettorale ufficiale inizi il 7 luglio 2005, e tra il 26 novembre e il 31 dicembre 2005 furono costituite le liste dei candidati. Queste elezioni per il parlamento ucraino, la";null;2000;2006
88;Elezioni presidenziali afghane del 2009;Le elezioni presidenziali afghane del 2009 sono le seconde elezioni sotto la Costituzione dell Afghanistan e si sono svolte il 20 agosto 2009.;null;2000;2009
89;Elezioni parlamentari norvegesi del 2009;Le elezioni parlamentari norvegesi del 2009 si sono tenute il 14 settembre. Esse hanno visto la vittoria del Partito Laburista Norvegese di Jens Stoltenberg, che  stato confermato Primo Ministro.;null;2000;2009
90;Elezioni presidenziali polacche del 1990;Le elezioni presidenziali polacche del 1990 si sono tenute il 25 novembre e il 9 dicembre. Si tratt delle prime elezioni presidenziali dirette nella storia della Polonia. I principali favoriti erano il capo del movimento Solidarno?? Lech Wa??sa e il Pri;null;1990;1990
91;Elezioni presidenziali iraniane del 2009;Le elezioni presidenziali iraniane del 2009 si sono tenute il 12 giugno. Esse hanno visto la vittoria di Mahmud Ahmadinejad, che  stato confermato Presidente della Repubblica. Le elezioni sono state contestate a livello internazionale e nazionale per la;null;2000;2009
92;Elezioni europee del 1989 (Paesi Bassi);Le elezioni europee del 1989 nei Paesi Bassi si sono tenute il 10 giugno.;null;1980;1989
93;Elezioni parlamentari maltesi del 1998;Le elezioni parlamentari maltesi del 1998 si sono tenute il 5 settembre. Esse hanno visto la vittoria del Partito Nazionalista.;null;1990;1998
94;Elezioni presidenziali lituane del 2004;Le elezioni presidenziali lituane del 2004 si sono tenute il 13 giugno (primo turno) e il 27 giugno (secondo turno). Esse hanno visto la vittoria di Valdas Adamkus, indipendente, che ha sconfitto Kazimiera Prunskien?, sostenuta dal Partito Agrario Lituan;null;2000;2004
95;Elezioni parlamentari danesi del 1998;Le elezioni parlamentari danesi del 1998 si sono tenute l 11 marzo. Esse hanno visto la vittoria dei Socialdemocratici di Poul Nyrup Rasmussen, che  stato confermato Primo ministro.;null;1990;1998
96;Elezioni parlamentari greche del 1993;Le elezioni parlamentari greche del 1993 si sono tenute il 10 ottobre. Esse hanno visto la vittoria del Movimento Socialista Panellenico di Andreas Papandreou, che  divenuto Primo Ministro.;null;1990;1993
97;Elezioni presidenziali ucraine del 2004;Le elezioni presidenziali tenutesi nel novembre e dicembre 2004 in Ucraina sono state una battaglia politica tra l allora Primo Ministro Viktor Janukovy? e l ex Primo Ministro e capo dell opposizione Viktor Ju?enko. L elezione si svolse in un atmosfera ;null;2000;2004
98;Elezioni presidenziali bielorusse del 2010;Le elezioni presidenziali bielorusse del 2010 si sono tenute il 19 dicembre. Esse hanno visto la vittoria di Alexander Lukashenko, che  stato confermato Presidente della Bielorussia.;null;2010;2010
99;Elezioni europee del 1979 (Irlanda);Le elezioni europee del 1979 in Irlanda si sono tenute il 10 giugno.;null;1980;1984
100;Elezioni presidenziali afghane del 2004;Le elezioni presidenziali afghane del 2004 si sono svolte il 9 ottobre 2004. Dopo il collasso del regime dei talebani, in seguito all attacco terroristico a New York e Washington DC ed al conseguente intervento statunitense in Afghanistan, si  tenuta il;null;2000;2004
101;Elezioni parlamentari polacche del 2007;Le elezioni parlamentari polacche del 2007 si sono tenute il 21 ottobre. Esse hanno visto la vittoria di Piattaforma Civica di Donald Tusk, che  divenuto Primo ministro.;null;2000;2007
102;Elezioni parlamentari estoni del 1992;Le elezioni parlamentari estoni del 1992 si sono tenute il 5 marzo. Esse hanno visto la vittoria dell Unione della Patria di Mart Laar, che  divenuto Primo ministro. Nel 1994 questi  stato sostituito da Andres Tarand.;null;1990;1992
103;Elezioni parlamentari australiane del 2001;Le elezioni parlamentari australiane del 2001 si tennero sabato 10 novembre 2001 e furono le prime elezioni del terzo millennio. Esse furono vinte dal premier uscente John Howard.;null;2000;2001
104;Elezioni parlamentari ucraine del 1994;Le prime elezioni parlamentari nell Ucraina indipendente si sono tenute nel 1994. Le elezioni sono state il risultato di un compromesso politico tra il Presidente e il Parlamento, raggiunto il 24 settembre 1993. Il quel giorno, il Parlamento ha adottato ;null;1990;1994
105;Elezioni legislative olandesi del 1998;Le elezioni legislative olandesi del 1998 si sono tenute il 6 maggio. Esse hanno visto la vittoria del Partito Laburista di Wim Kok, che  stato confermato Primo Ministro.;null;1990;1998
106;Elezioni politiche italiane del 1996;"Le elezioni politiche del 1996 si sono tenute il 21 aprile. Rispetto alle precedenti elezioni politiche 1994, quelle del 1996 segnarono pi compiutamente il passaggio ad un sistema bipolare. I partiti ""centristi"", nel 1994, si erano presentati nel Patto ";null;1990;1996
107;Elezioni parlamentari belghe del 2003;Le elezioni parlamentari belghe del 2003 si sono tenute il 18 maggio. Come Primo ministro del Belgio  stato confermato il liberale Guy Verhofstadt.;null;2000;2003
108;Elezioni presidenziali tunisine del 2009;Le elezioni per la carica di Presidente della Repubblica Tunisina si sono svolte il 25 ottobre 2009. Sono candidati alla presidenza Zine El-Abidine Ben Ali, Mohamed Bouchiha, Ahmed Inoubli ed Ahmed Brahim. Risulta eletto per la quinta volta Zine El-Abidi;null;2000;2009
109;Elezioni legislative spagnole del 1993;Le elezioni legislative spagnole del 1993 si sono svolte il 6 giugno. Esse hanno visto la vittoria del Partito Socialista Operaio Spagnolo di Felipe Gonzlez, che  stato confermato Primo ministro.;null;1990;1993
110;Elezioni parlamentari maltesi del 1992;Le elezioni parlamentari maltesi del 1992 si sono tenute il 22 febbraio. Esse hanno visto la vittoria del Partito Nazionalista.;null;1990;1992
111;Elezioni presidenziali polacche del 2010;Le elezioni presidenziali polacche del 2010 si sono tenute il 20 giugno (primo turno) e il 4 luglio (secondo turno). Queste consultazioni si svolgono dopo la morte del Presidente in carica Lech Kaczy?ski, avvenuta in un incidente aereo il 10 aprile. Le e;null;2010;2010
113;Elezioni parlamentari moldave del 2009 (aprile);Le elezioni parlamentari moldave 2009 si sono tenute il 5 aprile. Esse hanno visto la vittoria del Partito dei Comunisti della Repubblica di Moldavia.;null;2000;2009
114;Elezioni parlamentari danesi del 1990;Le elezioni parlamentari danesi del 1990 si sono tenute il 12 marzo. Esse hanno visto la vittoria della coalizione guidata dal Partito Popolare Conservatore di Poul Schlter, che  stato confermato Primo ministro. Nel 1993  stato sostituito da Poul Nyru;null;1990;1990
115;Elezioni europee del 2004 (Paesi Bassi);Le elezioni europee del 2009 nei Paesi Bassi si sono tenute il 10 giugno.;null;2000;2004
116;Elezioni regionali italiane del 2010 (Puglia);Le elezioni regionali italiane del 2010 in Puglia si sono tenute il 28 e 29 marzo. Esse hanno visto la vittoria del presidente uscente Nichi Vendola, sostenuto dal centro-sinistra, che ha sconfitto Rocco Palese, sostenuto dal centro-destra.;null;2010;2010
117; Mostra internazionale d arte cinematografica di Venezia;La  edizione della Mostra internazionale d arte cinematografica di Venezia si 6464 svolta a Venezia, Italia, dal 29 agosto al 8 settembre 2007. La madrina della rassegna  la soubrette italiana Ambra Angiolini. Il Leone d Oro alla carriera  stato conseg;null;2000;2007
118;Elezioni presidenziali moldave del 2009 (maggio);"Le elezioni presidenziali indirette si sono tenute in Moldavia a seguito delle elezioni parlamentari, tenutesi nel mese di aprile 2009. Il Presidente in carica Vladimir Voronin non pu essere rieletto, avendo gi ricoperto due mandati; inoltre, egli  st";null;2000;2009
119;Elezioni parlamentari danesi del 2005;Le elezioni parlamentari danesi del 2005 si sono tenute l 8 febbraio. Esse hanno visto la vittoria del Partito Liberale Danese di Anders Fogh Rasmussen, che  stato confermato Primo ministro.;null;2000;2005
120;Elezioni legislative portoghesi del 2009;Le elezioni legislative portoghesi del 2009 si sono tenute il 27 settembre. Esse hanno visto la vittoria il Partito Socialista di Jos Scrates, che  stato confermato Primo Ministro.;null;2000;2009
121;Elezioni legislative francesi del 1962;Le elezioni legislative francesi del 1962 si tennero il 18 novembre (primo turno) e il 25 novembre (secondo turno).;null;1960;1962
122;Elezioni europee del 1994 (Irlanda);Le elezioni europee del 1994 in Irlanda si sono tenute il 13 giugno.;null;1990;1994
123;Elezioni legislative spagnole del 2000;Le elezioni legislative spagnole del 2000 si sono tenute il 12 marzo. Esse hanno visto la vittoria del Partito Popolare di Jos Mara Aznar, che si  confermato Primo ministro.;null;2000;2000
124;Elezioni legislative olandesi del 2002;Le elezioni legislative olandesi del 2002 si sono tenute il 15 maggio. Esse hanno visto la vittoria dell Appello Cristiano Democratico di Jan Peter Balkenende, che  divenuto Primo Ministro.;null;2000;2002
125;Elezioni parlamentari montenegrine del 2009;Le Elezioni parlamentari montenegrine del 2009 si sono tenute il 27 marzo 2009. Esse decretarono la vittoria della Coalizione per un Montenegro Europeo e la rinomina di Milo Djukanovi? a primo ministro del paese.;null;2000;2009
126;Elezioni europee del 2009 (Estonia);Le elezioni europee del 2009 in Estonia si sono tenute il 7 giugno.;null;2000;2009
